nombre;cuit;domicilio;id_pais;contacto;email;telefono;activo
EDDIS CAPACITACION LABORAL S.R.L.;30-71243999-4;AV. ROCCA 146 CAMPANA BUENOS_AIRES;1;administracion;administracion@eddis.edu.ar;Rocio Esteban 32727063;1
EDDIS EDPRES S.A;30-71482748-7;AV. ROCCA 146  Dpto:PA CAMPANA BUENOS_AIRES;1;administracion;administracion@eddis.edu.ar;Rocio: 11 6961-1348;1
EDITAR SRL;30-70823269-2;"CACIQUE &#209;ARE 151 RESISTENCIA CHACO";1;administracion;administracion@editarsrl.com;Roque: 03624436709 / CEL0362155188779;1
EDUARDO ENRIQUE CORBELLA ORTIZ;20-20872635-9;A ALCORTA 4852 VILLA_BALLESTER BUENOS_AIRES;1;eduardo.corbella;eduardo.corbella@proxer.com.ar;NULL;1
EDUARDO ROGELIO ILLANES;20-24319413-0;MISIONES - 2350  Dpto:3 S:II  M:V CHIMBAS SAN_JUAN;1;francomartinillanes;francomartinillanes@gmail.com;5,49E+12;1
EDUCADORES ASOCIADOS DEL RIO DE LA PLATA ASOCIACION CIVIL - ESSARP;30-64472838-9;ESMERALDA 672 P7  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;bocurry;bocurry@essarp.org.ar;  4545-7218;1
EGR CONSULTORES;30-71707511-7;SEGUROLA AV. 794  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;vecheveste;vecheveste@egrconsultores.com.ar;Valeria 5294-7225/7884 t: 4674-5540 cel: 1531729197;1
EJEMPLAR S. A.;30-70801058-4;HERNANDARIAS 5030 PARANA ENTRE_RIOS;1;Carolina;Carolina@ejemplar.com.ar;+54 9 3434 389997;1
EK ROBOTER S.A.;30-71112737-9;TRIUNVIRATO 2068 SAN_JUSTO BUENOS_AIRES;1;ludmila.abad;ludmila.abad@ekroboter.com;+54 11 4460 2163 int. 230;1
ELECTRONICA MEGATONE SOCIEDAD ANONIMA;30-54365973-4;RUTA NACIONAL 168 KM 473,60 0  Dpto:9 S:F  SANTA_FE;1;NULL;NULL;NULL;1
ELECTRO PATAGONIA S.A;30-70760788-9;RUTA NACIONAL 26 KM 1 COMODORO_RIVADAVIA CHUBUT;1;raeschlimann;raeschlimann@electropatagonia.com.ar;297 4061910;1
EL ESPARTANO SA;30-51693035-3;VEDIA 2838  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;ebesalu;ebesalu@elespartano.com.ar;Ma. Eugenia Besale   47023030 Int.109, celular 1540794475;1
EL HOTEL PILAR SA;30-71229226-8;RUTA 8 KM 60.5 60  BUENOS_AIRES;1;Juliana.Romano;Juliana.Romano@hilton.com;Juliana 1154583188;1
ELOY MANERA;20-27597179-1;39 188  LA_PAMPA;1;NULL;NULL;NULL;1
ELSA BEATRIZ VEGA;27-17222859-9;AVENIDA LUJAN 2399 SANTO_TOME SANTA_FE;1;basgallzuny;basgallzuny@gmail.com;3424830069;1
EMANUEL JESUS QUINTANILLA;20-32004773-1;ALVAREZ THOMAS AV. 2389  Dpto:PORT.  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;sufyanahmed;sufyanahmed@clostech.tech;1131777541;1
EMAS S A;30-66202217-5;SAN MARTIN 522 Piso:1 Dpto:7  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;gonzaloarenas;gonzaloarenas@emassa.com.ar;4653-3207/3809/0249;1
EMERGENCIAS INFORMATICAS SRL;30-71435565-8;MARIANO MORENO 1744  CORRIENTES;1;emergenciasinformaticas;emergenciasinformaticas@eme-info.com.ar;03794467127 / Eduardo: 03794531422 ;1
EMILIO POURTAU Y HNOS S A I Y C;33-53870425-9;ITUZAINGO 1250  BUENOS_AIRES;1;vmartinez;vmartinez@epourtau.com.ar;2241496187;1
EMMES DISEeO SRL;30-70917164-6;LA CALANDRIA 450  BUENOS_AIRES;1;manu.tanarro;manu.tanarro@live.com;1127479594;1
EMPRENDEDORAS APASIONADAS SRL;33-71720636-9;VUELTA DE OBLIGADO 2879 Piso:5 Dpto:14  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;camila.martins;"camila.martins@bbbox.com.ar; tatiana.meloni@bbbox.com.ar";NULL;1
ENERGIA CONTROLADA S.R.L.;30-71340630-5;CORDOBA AV. 1439 Piso:10 Dpto:79/80  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;vminnozzi;vminnozzi@enercon.com.ar;NULL;1
ENREAR S.A.;30-71094584-1;"AV. HIP&#211;LITO YRIGOYEN 146 Piso:11  CORDOBA";1;NULLtina; tina@voyansi.com;NULL;1
ENTA TGA SRL;30-71200528-5;HUERGO INGENIERO AV. 913 Piso:8 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;dantunez;dantunez@entaconsulting.com;54 11 5254 0027  ;1
ENTE DEPORTE SAN LUIS  O. P.;30-71756369-3;AUTOPISTA DE LAS SERRANIAS PUNTANAS 783   S:2 T:3  SAN_LUIS;1;NULL;NULL;CAROLINA 3518052361 /AGUSTINA +54 9 266 470-2806;1
ENTE MIXTO DE PROMOCION TURISTICA DE PUERTO MADRYN;30-71131836-0;AV. ROCA JULIO A. 223  CHUBUT;1;entemixtopmy;entemixtopmy@gmail.com;NULL;1
ENTE MIXTO DE TURISMO DE LA CIUDAD DE PARANA EMPATUR;30-71503580-0;SANTA FE 266 Piso:1 PARANA ENTRE_RIOS;1;infoempatur;infoempatur@gmail.com;NULL;1
ENTRETUR - ENTE TRELEW TURISTICO;30-70748005-6;PLANETARIO TRELEW (E.ROBERTS) 0 Piso:1 TRELEW CHUBUT;1;trelewbureau;"trelewbureau@gmail.com;entretur@gmail.com ";NULL;1
EPA SAS;33-71664827-9;39 188  LA_PAMPA;1;NULL;NULL;NULL;1
EPI-USE ARGENTINA S.A.;30-71239997-6;BELGRANO 384 Piso:1 Dpto:19 SAN_ISIDRO BUENOS_AIRES;1;corina.allende;corina.allende@epiuse.com.ar;NULL;1
ERGITTEK S.C;30-71674329-9;DIAGONAL 73 2832  BUENOS_AIRES;1;piriarte;piriarte@ergittek.com;NULL;1
ERGOS S A;30-71009998-3;AV. CALCHAQUI 5500 EZPELETA BUENOS_AIRES;1;hernan.motz;"hernan.motz@kalop.com.ar; cyntia.rojas@kalop.com.ar";4365-7000 / Cyntia: 11 3833-5071;1
ERMAYA S.R.L.;30-71150999-9;RUTA NAC 51 KM 2,5 0  SALTA;1;ermayamovil;ermayamovil@gmail.com;Silvia Lucero ;1
ERNESTO ALDO BASUALDO;20-20696995-5;"A&#209;ASCO 345  BUENOS_AIRES";1;adm;adm@geografica.com.ar;Sergio Matos: 3449-5768 / 4295-2697;1
ERREPAR SOCIEDAD ANONIMA;30-58262294-5;VIAMONTE 1484  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;magali.mendoza;magali.mendoza@errepar.com;11 23797521 MAGALI;1
ESMERALDA 486 S.A.;30-71109518-3;MALABIA 1841 Piso:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;pagos;pagos@puntorojo.com;NULL;1
ESPACIO ALCORTA S.A.;30-71249310-7;LIBERTADOR DEL AV. 4045  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;figueroacorporate;figueroacorporate@gmail.com;11-6695-8234;1
ESPRIT POURTAU SA;30-70747380-7;ITUZAINGO 1250 Piso:PB  BUENOS_AIRES;1;vmartinez;vmartinez@epourtau.com.ar;2241496187;1
ESTABLECIMIENTOS GASCON S A;30-50491906-0;(46) LINCOLN 1441  BUENOS_AIRES;1;cristian;cristian@gascon.com.ar;147559290;1
ESTANCIAS BIELER SOCIEDAD ANONIMA;30-71177769-1;FRANCIA 1680  SANTA_FE;1;estanciasbielersa;estanciasbielersa@hotmail.com;NULL;1
ESTEBAN EZEQUIEL FRANKEL;20-23833457-9;PARI, BATALLA DEL 502  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;volesa2;volesa2@hotmail.com;11 3041-7783 : Esteban Frankel;1
ESTER MAGALI HARO;27-16200118-9;AVDA.EVA DUARTE 2118 COMODORO_RIVADAVIA CHUBUT;1;haro.ester;haro.ester@gmail.com;Ester 02974352076;1
ESTREMAR S.A.U.;30-67575336-5;"CALLE SIN NOMBRE ESQUINA MANUEL CARMI&#209;A 4868   S:SEC G T:MZO CAPITAL_FEDERAL CIUDAD_AUTONOMA_DE_BUENOS_AIRES";1;agustina.rotela;agustina.rotela@estremar.com;11 3986 9795;1
ESTUDIO EGUIA, PAYASLIAN Y ASOCIADOS S.R.L.;30-70802085-7;MITRE BARTOLOME 797 Piso:13  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;fromero;fromero@skalehive.com;1136569496;1
ESTUDIO GRISPO & ASOCIADOS S.A.;30-71156270-9;TUCUMAN 637 Piso:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;administracion;"administracion@grispoabogados.com.ar;aforchinito@grispoabogados.com.ar;jgrispo@grispoabogados.com.ar;agarcia@grispoabogados.com.ar";NULL;1
ESTUDIO O FARRELL SOCIEDAD COLECTIVA;30-68626132-4;FRENCH 3155 Piso:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;espositoa;espositoa@eof.com.ar;NULL;1
ESTUDIO ORBE DE SERV EMPRESARIOS S A;30-68580690-4;ZAPIOLA 3187 SAN_JUSTO BUENOS_AIRES;1;privato.gisela;privato.gisela@orbeproject.com;1150191332;1
ESYME SRL;30-69016398-1;RABANAL FRANCISCO I. 2881  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;adriansaez;adriansaez@esyme.com.ar;11 6928-7310;1
EUROP ASSISTANCE ARGENTINA S A;30-69121636-1;PELLEGRINI CARLOS 1163 Piso:09  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;pcorpa2014;pcorpa2014@gmail.com;1150379291;1
EVANGELINA EDIT LIDIA POTAPCZUK;27-21686299-1;NECOCHEA 1540 Piso:0 Dpto:0 S:0 T:0 M:0 RESISTENCIA CHACO;1;xyarchivos;xyarchivos@outlook.es;NULL;1
EVENTOS PRODUCCIONES S A;30-70624021-3;FLORIDA 378 Piso:3 Dpto:38 A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;rgaleano;rgaleano@laborcorporativa.com.ar;Rafael: 11-2312-7328;1
EVONIK METILATOS S.A.;30-71200203-0;PARAGUAY 777 Piso:12  SANTA_FE;1;laura.jakowiuk;"laura.jakowiuk@evonik.com; esteban.rizzo@evonik.com";+54 9 11 3377 5154;1
EXCELCOM S A;30-69238178-1;25 DE MAYO 1736  SANTA_FE;1;rponce;rponce@excelcom.com.ar;NULL;1
EX CLE S A;30-69799394-7;PARAGUAY 1896 Piso:5  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;jimena.flores;"jimena.flores@ex-cle.com; delfina.serrano@ex-cle.com";Jimena: 11 4033-7367;1
EXELERA S.A.S.;33-71662303-9;ALBERDI JUAN BAUTISTA AV. 1617  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
EXINCOR SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-70366211-7;LA NORIA  JUJUY;1;exequielleal234;exequielleal234@gmail.com;NULL;1
EXPERIENCIAS CERVECERAS S.A.;30-71425168-2;12 DE OCTUBRE Y GRAN CANARIA 0 QUILMES BUENOS_AIRES;1;NULL;NULL;NULL;1
EXPLOSIVOS Y SERVICIOS DEXSE SA;30-70976295-4;CORONEL PEREZ 433 ZAPALA NEUQUEN;1;administracion;administracion@dexse.com.ar;+54 9 2942 431540;1
EXPO;55-00000001-8;  ;1;NULL;NULL;NULL;1
EY GDS CS ARGENTINA S.R.L.;33-71578952-9;ALEM LEANDRO N AV. 518 Piso:9  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;Graciela.N.Suller;"Graciela.N.Suller@gds.ey.com; Martina.Gomez@gds.ey.com; Luciana.P.Manteo@gds.ey.com";54 9 11 3423 2128 ;1
EZEIZA VISION S.R.L.;30-71213990-7;PASO DE LA PATRIA 98 EZEIZA BUENOS_AIRES;1;martinchallier;martinchallier@gmail.com;NULL;1
FABRICA DE ALIMENTOS SANTA CLARA SA;30-71082519-6;CARRANZA AV. 499 VILLA_NUEVA CORDOBA;1;jmercado;jmercado@fasantaclara.com.ar;NULL;1
FACOEL ARGENTINA S.R.L.;30-71234321-0;INGENIERO MITRE 975 TEMPERLEY BUENOS_AIRES;1;marketing;"marketing@facoel.com; PROVEEDORES@FACOEL.COM";(+54 11) 2838 0530  ;1
FACUNDO DANIEL SANTANA;20-32937040-3;CASTELLI 1515 Piso:4 Dpto:B  BUENOS_AIRES;1;billing;billing@digitalpal.io;NULL;1
FAISAN SA;30-63890819-7;LEON XIII 154 FLORENCIO_VARELA BUENOS_AIRES;1;carolinasetler;"carolinasetler@faisansa.com.ar; nrodriguez@faisansa.com.ar";4275-0679/0922 Cel Carolina: 11 6397-3963;1
FARIAS RICARDO JULIAN - SANVITI LUCIA S.S. GRUPO ALFA S. CAP I SECC IV;33-71708115-9;GUIDO SPANO 121 JUNIN BUENOS_AIRES;1;luciasanviti1205;luciasanviti1205@gmail.com;2364 585140.  ;1
FARMACIA DEL AGUILAR SOCIEDAD EN COMANDITA SIMPLE;30-53778927-8;RIVADAVIA 1001  BUENOS_AIRES;1;agustinacarugo;agustinacarugo@delaguilascs.com.ar;NULL;1
FARMALIFE S.A.;30-71489604-7;CARLOS PELLEGRINI 645  CORRIENTES;1;fgazcon;fgazcon@farmalife.com.ar ;+54 9 3794 54-1699;1
FATHERS S.R.L.;30-71515807-4;CHACABUCO 258 FLORIDA BUENOS_AIRES;1;NULL;NULL;NULL;1
FAVACARD SA;30-60499477-9;25 DE MAYO 3262  BUENOS_AIRES;1;dalmiroferrando;dalmiroferrando@favanet.com.ar;NULL;1
FAVA HNOS SACIF;30-50085237-9;AV. LURO 3247  BUENOS_AIRES;1;dalmiroferrando;dalmiroferrando@favanet.com.ar;NULL;1
FAVANET SOCIEDAD ANONIMA;30-70068131-5;AV LURO 3247  BUENOS_AIRES;1;dalmiroferrando;dalmiroferrando@favanet.com.ar;NULL;1
FEDERACION ARGENTINA DE TIRO CON ARCO;30-68304720-8;BURELA 1955 Piso:PB Dpto:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;panam-field;panam-field@fatarco.com;+54e9e291e566-3796;1
FEDERACION RED ARGENTINA PARA LA COOPERACION INTERNACIONAL;30-71544119-1;SANCHEZ DE BUSTAMANTE 191 Piso:1 Dpto:F Y G  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;vruiz;vruiz@raci.org.ar;NULL;1
FILADD S.A.S.;30-71622224-8;INDEPENDENCIA 1487  CORDOBA;1;criba;criba@filadd.com;NULL;1
FINCA SAN NICOLAS S.A.;30-71209603-5;IRIGOYEN BERNARDO DE 330 Piso:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lpaolini;"lpaolini@paolini.com.ar; apaolini@paolini.com.ar";4334-2190;1
FLOREAL S R L;30-70223259-3;INTENDENTE TOMKINSON 3099 BECCAR BUENOS_AIRES;1;myriampolli;"myriampolli@yahoo.com.ar; martin@martinaizaga.com.ar; sara@estudioaizaga.com.ar; jardinydeco@martinaizaga.com.ar";Myriam 11 3425-4955;1
Florencia Bussoli;29.591.642;Nicolas Avellaneda 1943. Barrio cerrado La Clementina. Lote 1 SAN_ISIDRO BUENOS_AIRES;1;fbussoli;fbussoli@gmail.com;NULL;1
FORTREA ARGENTINA S. A.;30-69233180-6;PELLEGRINI CARLOS 719 Piso:11 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;Viviana.Alvarez;Viviana.Alvarez@fortrea.com;NULL;1
FOUNDATION FOR ARGENTINEAN DEVELOPMENT FAD;30-71708243-1;"CERVI&#209;O AV. 3970 Piso:11  CIUDAD_AUTONOMA_DE_BUENOS_AIRES";1;mrodriguez;"mrodriguez@fund.ar; jarellano@fund.ar";Melina: 1167110520;1
FPESTUDIO S.R.L.;30-71242624-8;HONDURAS 4850  Dpto:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;martin;"martin@fpestudio.com; mariano@fpestudio.com; juanpablo@fpestudio.com";4833 3195;1
FRANCISCO JAVIER LOPEZ NAVAS;20-28691774-8;NICANOR LARRAIN ESTE 252  SAN_JUAN;1;NULL;NULL;NULL;1
FRANCISCO MARIA BAYA CASAL;20-33434455-0;TUCUMAN 1441 Piso:5 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;maggie;maggie@stec.com.ar;NULL;1
FRATELLI BRANCA DESTILERIAS SOCIEDAD ANONIMA;30-50415535-4;COSTA RICA 4451 TORTUGUITAS BUENOS_AIRES;1;NULL;NULL;NULL;1
FUNDACION ARGENINTA;30-67630365-7;CERVIeO AV. 3101  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;perez.gabriela;perez.gabriela@inta.gob.ar;03492-42748 / 424147;1
FUNDACION IPESMI;30-68323774-0;SALTA 1968 POSADAS MISIONES;1;administracion;administracion@brutalcreativos.com;NULL;1
FUNDACION JUAN EDUARDO VIBART;33-53022383-9;RAMON FALCON 250 LOMAS_DE_ZAMORA BUENOS_AIRES;1;johnnyvibart;johnnyvibart@yahoo.com;NULL;1
FUNDACION MEDICA DE MAR DEL PLATA;30-54612550-1;CORDOBA 4545  BUENOS_AIRES;1;celeste.duran;celeste.duran@hpc.org.ar;Celeste 54 223 4990140;1
FUNDACION PARA EL DESARROLLO DE POLITICAS SUSTENTABLES;30-71164639-2;SIMON BOLIVAR 400 Piso:2  CORDOBA;1;elianajuncos;"elianajuncos@fundeps.org; santiago.baldarotta@fundeps.org; noelia.garzon@fundeps.org; sofianieva@fundeps.org; luciapanero@fundeps.org";Eliana +54 9 351 388-3880 ;1
FUNDACION PROYECTO EMPRENDER PROEM;30-70854719-7;AV MAIPU 4115 Dpto:3 OLIVOS BUENOS_AIRES;1;coordinacion;coordinacion@proem.org.ar;1131867494;1
FUNDACION VARKEY ARGENTINA;30-71539993-4;ALVEAR MARCELO T. DE 684 Piso:6  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;Micaela.Costas;Micaela.Costas@varkeyfoundation.org;NULL;1
FURLONG - FOX SOCIEDAD ANONIMA;30-70796274-3;PELLEGRINI CARLOS 1023 Piso:12  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;vcortinas;vcortinas@furlong-fox.com.ar;NULL;1
FUSION MADERO S.A.;30-71189470-1;MANSO JUANA 1164  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mariangeles.somma;mariangeles.somma@osaka.com.pe;1133484282;1
GABRIEL HERNAN ROSCECHIETTI;20-21405634-9;SANTIAGO DEL ESTERO 1837 VILLA_MARIA CORDOBA;1;javierbulacio;javierbulacio@gmail.com;3515064964;1
GALVEZ CEREALES S.A.;30-54362752-2;M. GANDHI 1088 GALVEZ SANTA_FE;1;alavina;alavina@cediagrosa.com.ar;Ayelen0340415538537;1
Gasten Algaze;28.703.870;Camargo 760 5A CABA  ;1;natalia;natalia@jetpacks.co;tel:1130776490;1
GENARO Y ANDRES DE STEFANO S A C I A Y G;30-50068982-6;EDUARDO COMESAeA 4385 CIUDADELA BUENOS_AIRES;1;erubio;"erubio@destefano.com.ar; proveedores@destefano.com.ar";Eduardo: 53239794;1
GENERACION TICINO BIOMASA SA;30-71577054-3;DIAGONAL MITRE 40 TICINO CORDOBA;1;NULL;NULL;NULL;1
GERGAL SA;30-63265369-3;TUCUMAN 716 Piso:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;patriciofranchi;patriciofranchi@gmail.com;NULL;1
German Dario Tykal;20-44390721-2;  ;1;NULL;NULL;NULL;1
GESTION ARGENTINA S.A.;30-71046014-7;"PE&#209;A 2267 Piso:7  CIUDAD_AUTONOMA_DE_BUENOS_AIRES";1;mia.rodal;mia.rodal@gestionseguros.com.ar;11 52544009;1
GESTION COMPAeIA ARGENTINA DE SEGUROS S.A.;30-71483881-0;SAN MARTIN 140 Piso:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mia.rodal;mia.rodal@gestionseguros.com.ar;NULL;1
GHM S.R.L.;30-71015673-1;ESTEBAN ECHEVERRIA (S) 772  SAN_JUAN;1;administracion;"administracion@ghmtv.com; gabrielagraffigna@ghmtv.com";2646735446;1
GIA SPA S.R.L.;30-71404986-7;PRESIDENTE ROCA 922  SANTA_FE;1;carolina;carolina@fios.com.ar;+54e9e341e602-9970;1
GI GROUP SEARCH & SELECTION S.A.;30-71129503-4;MONROE 2341 Piso:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;guido.provinzano;guido.provinzano@gigroup.com;11 4787-3873  / +54 9 11 3183-7446;1
GLAXOSMITHKLINE ARGENTINA SOCIEDAD ANONIMA;30-51713003-2;CARLOS CASARES 3690 VICTORIA BUENOS_AIRES;1;ana.x.voigt;ana.x.voigt@haleon.com;NULL;1
G & L GROUP SA;30-70714209-6;MONTEAGUDO 275  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;cjsosa;"cjsosa@gylgroup.com; ycerniello@gylgroup.com; maleanzi@gylgroup.com";NULL;1
GLOBAL EVENTS ORG   SA;30-70929496-9;VON WERNICKE 3061 Piso:1 Dpto:A SAN_ISIDRO BUENOS_AIRES;1;msegura;msegura@globalevents.com.ar;NULL;1
GLOBAL PACK S.R.L.;30-71471933-1;CIRCUNSCRIPCION 1 SECC.2 MANZANA 19 CASA 23 Piso:CASA Dpto:2 CIUDAD_EVITA BUENOS_AIRES;1;buenosaires;buenosaires@globalpacksrl.com.ar;NULL;1
GMA CAPITAL S.A.;33-71158561-9;MAIPU 1300 Piso:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;pcodina;pcodina@gmacap.com;5273-1252;1
GOLLEK ARGENTINA S.R.L.;30-71244607-9;PELLEGRINI CARLOS 961 Piso:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;Mercedes.Zarich;"Mercedes.Zarich@kellogg.com; Aixa.Alen@kellogg.com";1561833594;1
GRACIELA BRITEZ SUGASTTI;27-93110720-3;ZEPPELIN 1185 ISIDRO_CASANOVA BUENOS_AIRES;1;ceremonial;ceremonial@unlam.edu.ar;, 1144808900 int 8805 Daiana, Ceremonial ;1
GRAFICA EMEDE SRL;30-71696604-2;MADAME CURIE 1101  BUENOS_AIRES;1;instagram;instagram@posavasos.com.ar;NULL;1
GROUPM ARGENTINA TRADING S.A.;30-71342350-1;CHARCAS 5051  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;anavictoria.maggio;anavictoria.maggio@xaxis.com;11-3689-4246;1
GRUAS MARTIN SA;33-58508426-9;DE LAS ARTESANIAS 4250  CORDOBA;1;administracion;administracion@gruasmartin.com.ar;NULL;1
GRUPO ACHE SAS;30-71626571-0;VUELTA DE OBLIGADO 2245 Piso:4 02  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;noe.jardon;noe.jardon@gmail.com;1164766625;1
GRUPO ASAP S.R.L.;30-71585581-6;AVENIDA VELEZ SARSFIELD 5390 MUNRO BUENOS_AIRES;1;NULL;NULL;NULL;1
GRUPO FEREZ S.A.;30-71697109-7;ROOSEVELT FRANKLIN D. 5322 Piso:7 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;camila.urta;camila.urta@gmail.com;NULL;1
GRUPO GRACIAS SRL;30-71586294-4;HUSARES 2255 Piso:6 Dpto:8  T:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;manuel;manuel@gracias.co;NULL;1
GRUPO MALTA SRL;33-71419994-9;RENE FAVALORO 3331  Dpto:201 VICTORIA BUENOS_AIRES;1;comunicaciones;comunicaciones@grupomalta.com;2994700616;1
GRUPO MASUR S.A.;30-71486931-7;MAESTROS NEUQUINOS 1190 Piso:3 Dpto:302  NEUQUEN;1;marienza;marienza@deltaarenas.com;+54 9 11 3444 3422;1
GRUPO PEeAFLOR SA;30-50054804-1;ARENALES 460 VICENTE_LOPEZ BUENOS_AIRES;1;NULL;NULL;NULL;1
GRUPO PINCK S.R.L.;30-71198423-9;EUGENIO SALOM 265 RESISTENCIA CHACO;1;amilcarlt;amilcarlt@hotmail.com;NULL;1
GRUPO VIA S.A.;30-71156565-1;BERUTI 2426 CAPITAL_FEDERAL CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mgfeller;mgfeller@fwkargentina.com;54114829-8989;1
GUILLERMO OSVALDO BARRIENTOS;20-21556334-1;ALBARRACIN 336  CHUBUT;1;anacarlagalli;anacarlagalli@gmail.com;Celular: 2804563862;1
GUSTAVO ADOLFO LAVORI HENNINGER;20-24518738-7;MAIPU 1345 CAPITAL_FEDERAL CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
GUSTAVO ALFREDO CASARETO;20-23071489-5;GUEMES 887 CARCARANA SANTA_FE;1;compras;"compras@metalurgicacade.com.ar; bcasareto@metalurgicacade.com.ar; msluque@metalurgicacade.com.ar; MARKETING@metalurgicacade.com.ar ";NULL;1
GUSTAVO FERNANDO AURRECOCHEA;20-92630298-2;PAZ MARCOS 2521  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;andreaccapella;andreaccapella@gmail.com;1531816120;1
GUSTAVO JOSE BRANDI;20-10155367-2;ALSINA ADOLFO 1450 Piso:02  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
HAFELE ARGENTINA  S. A. U.;30-70091126-4;COLECTORA ESTE 28047  BUENOS_AIRES;1;Julieta.Alderete;Julieta.Alderete@hafele.com.ar;11 2206-9200 ;1
HARAS SANTA MARIA DEL MAR S.A.;30-71215743-3;1007 ENTRE 1002 Y 1004 0  BUENOS_AIRES;1;julia.szatma;julia.szatma@gmail.com;NULL;1
H COZZA Y M A FERNANDEZ SRL;30-50257036-2;LEGUIZAMON MARTINIANO 3855  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;carolina.atucha.bbf;carolina.atucha.bbf@gmail.com;1.150.367.449;1
HELLERMANN  TYTON  S.R.L;30-59515403-7;MARTIN DE GAINZA 801  BUENOS_AIRES;1;mlevitin;mlevitin@hellermanntyton.com.ar;5,49E+12;1
HERMES AMILCAR LEZCANO TABERLA;20-18296032-3;AV. SARMIENTO 244 RESISTENCIA CHACO;1;amilcarLT;amilcarLT@hotmail.com;Amilcar 3794684227;1
HERRAJES ROMA SOCIEDAD ANONIMA INDUSTRIAL COMERCIAL INMOBILIARIA Y AGROPECUARIA;30-51689667-8;GRAL ROCA 4615 FLORIDA BUENOS_AIRES;1;martin;martin@herrajesroma.com.ar;NULL;1
HIPERCUBO  SA;30-70921840-5;RODRIGUEZ PEeA 434 Piso:4 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;dsoncin;"dsoncin@dosalcubo.com;fcastanares@dosalcubo.com;veronica.mauri@dosalcubo.com";1131964525;1
HOSPITAL DE ALTA COMPLEJIDAD EN RED EL CRUCE DR NESTOR CARLOS KIRCHNER SERVICIO DE ATENCION MEDICA INTEGRAL PARA LA COMUNIDAD;30-71084735-1;AVENIDA CALCHAQUI 5401 FLORENCIO_VARELA BUENOS_AIRES;1;compras;compras@hospitalelcruce.org;4210-9000 int. 1235/9491;1
"HOSPITAL DE PEDIATRIA SAMIC ""PROFESOR DR JUAN P GARRAHAN""";30-61591554-4;COMBATE DE LOS POZOS 1881  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;promocion;promocion@garrahan.gov.ar;NULL;1
HOTELES CON EMOCION S.A.;30-71070968-4;AREVALO 1950  Dpto:703  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mariana.tahoces;mariana.tahoces@gmail.com;NULL;1
